,工作名称,公司名称,公司规模,公司性质,月薪,工作经验,招聘人数,最低学历,工作性质,五险一金,带薪休假,员工旅游,周末双休,弹性工作,餐补,交通补助,年底双薪,股票期权
17566,渠道销售（口腔医院）,北京倪氏嘉德口腔门诊部有限公司 ,20-99人,其它,6000.0,1-3年,3,大专,实习,True,False,True,True,False,False,False,False,False
17567,销售代表电销（薪资10k-15k+免费学英语）,51Talk 无忧英语 ,1000-9999人,上市公司,12500.5,不限,1,大专,全职,False,False,False,False,False,False,False,False,False
17568,电话销售代表（25高提成+双休）,北京千里马网信科技有限公司 ,500-999人,民营,12500.5,不限,5,中专,全职,False,False,True,False,False,False,True,False,False
17569,红酒销售代表,中外经合(北京)国际贸易有限公司 ,20人以下,民营,6000.0,1-3年,20,中专,全职,False,False,False,True,True,True,True,False,False
17570,医疗器械销售[心内科],北京普泰丰医疗器械有限公司 ,20-99人,民营,6000.0,不限,5,大专,全职,True,False,False,False,False,False,False,False,False
17571,电话销售,北京天谱和学教育科技有限公司 ,100-499人,股份制企业,9000.5,不限,10,不限,全职,True,False,False,False,False,False,False,False,False
17572,底薪5500-9000/销售代表,北京丽兹行房地产顾问有限公司-BJ11 ,1000-9999人,民营,9000.5,不限,10,本科,全职,False,False,True,False,False,False,False,False,False
17573,汽车销售-广汽新能源,北京富电优选新能源汽车销售有限公司 ,500-999人,合资,12500.5,不限,1,大专,全职,True,False,False,False,False,False,False,False,False
17574,电话销售 销售,北京慧聪互联信息技术有限公司 ,1000-9999人,上市公司,12500.5,不限,3,大专,全职,True,False,True,False,False,True,False,False,True
17575,销售代表（底薪+提成+双休+五险一金）,中宏企航(北京)企业管理咨询有限公司 ,20-99人,民营,12500.5,不限,1,大专,全职,True,False,True,False,False,True,True,False,False
17576,医疗器械 检验试剂销售,北京晶宇科达医疗技术有限公司 ,20-99人,民营,5000.5,不限,2,不限,全职,True,False,False,False,False,True,True,False,False
17577,网络销售,北京城市花园婚纱摄影有限公司 ,100-499人,民营,9000.0,1-3年,2,不限,全职,True,False,False,False,True,False,False,False,False
17578,销售代表【高底薪5500起+500补助+高提成】,北京丽兹行房地产顾问有限公司-BJ5 ,1000-9999人,民营,7000.5,1-3年,15,本科,全职,True,False,True,False,True,False,False,False,False
17579,大客户销售代表，工商注册,中天英达(北京)投资管理有限公司 ,20-99人,民营,12500.5,不限,6,大专,全职,False,False,True,True,True,False,False,False,False
17580,高端豪宅销售,北京丽兹行房地产顾问有限公司-BJ3 ,1000-9999人,民营,7000.5,无经验,15,本科,全职,False,False,False,False,True,False,False,True,False
17581,业务员（丰台办事处）,北京澳德投资集团有限公司 ,100-499人,股份制企业,5500.0,1-3年,1,大专,全职,True,False,True,False,False,False,False,False,False
17582,金融电话销售,北京一片鸿文化发展有限公司 ,20-99人,民营,9000.5,不限,5,中专,全职,False,False,False,False,False,False,False,False,False
17583,销售专员,北京世纪华风科技发展有限公司 ,20-99人,民营,6500.0,不限,4,大专,全职,True,False,True,True,False,False,True,False,False
17584,销售代表,宜信普惠信息咨询(北京)有限公司丰台分公司 ,10000人以上,民营,12500.5,1年以下,10,大专,全职,True,False,False,False,False,False,False,True,False
17585,大客户代表/销售代表/十国十城招兵无责8000,北京丽兹行房地产顾问有限公司-BJ14 ,1000-9999人,民营,9000.5,不限,10,本科,全职,True,False,False,False,False,True,True,True,False
17586,客户经理,招商银行股份有限公司 ,10000人以上,股份制企业,12500.5,不限,15,大专,全职,True,False,True,False,False,False,False,False,False
17587,高端销售?月入两万?上市公司?六险一金,世纪佳缘 ,1000-9999人,上市公司,22500.0,1-3年,10,大专,全职,True,False,True,False,False,True,False,False,False
17588,销售代表（高底薪+高提成+免费学英语）,桥吧教育科技(北京)有限公司 ,100-499人,其它,15000.0,不限,100,大专,全职,True,False,False,False,False,True,True,False,False
17589,4500保底/管吃+带薪培训+好出单→高薪销售,北京蒙娜丽莎摄影有限公司 ,500-999人,民营,12000.0,不限,30,中专,全职,True,False,True,False,False,False,False,False,False
17590,销售代表/房产经纪人/储备干部+月薪过万,麦田房产 ,1000-9999人,民营,12500.5,不限,100,大专,全职,True,False,True,False,True,False,False,False,False
17591,贵宾理财顾问,上海夸客优富企业管理顾问有限公司 ,500-999人,外商独资,8250.0,不限,5,大专,全职,True,False,False,False,False,False,False,False,False
17592,大客户销售（六险一金+周末双休）,北京鸿联九五信息产业有限公司 ,10000人以上,合资,11500.0,1-3年,1,大专,全职,True,False,False,True,True,True,False,False,False
17593,中青旅门店旅游产品销售顾问,中青旅控股股份有限公司 ,10000人以上,上市公司,9000.5,1-3年,20,大专,全职,True,False,True,False,False,False,False,False,False
17594,人才顾问,辰联(北京)知识产权代理有限公司 ,100-499人,民营,7000.5,1年以下,5,高中,全职,True,False,True,False,False,False,True,False,False
17595,华尔街英语课程顾问/新中心专场招聘,华尔街英语培训中心 ,1000-9999人,外商独资,17500.5,1-3年,1,大专,全职,True,False,False,False,True,True,False,False,False
17596,销售代表,世纪二千网络科技有限公司 ,100-499人,民营,9000.0,不限,10,大专,全职,True,False,False,False,False,True,True,False,False
17597,课程顾问（北京校区就近分配）,瑞思学科英语 ,1000-9999人,合资,12500.5,不限,15,不限,全职,True,False,True,False,False,False,False,False,False
17598,销售代表/电话销售,北京千里马网信科技有限公司 ,500-999人,民营,22500.0,不限,20,不限,全职,False,False,True,False,False,False,True,False,False
17599,销售代表,北京凯普丽标科技发展有限公司 ,20-99人,其它,12500.5,1-3年,6,不限,全职,False,False,False,True,False,False,False,False,False
17600,北京链家/底薪4000/销售代表/置业顾问,北京链家房地产经纪有限公司 ,10000人以上,民营,12500.5,不限,10,本科,全职,True,False,True,False,True,False,False,False,False
17601,艺术留学顾问,时代艺盟国际教育咨询有限公司 ,20-99人,民营,15000.0,1-3年,1,大专,全职,True,False,False,True,False,False,False,False,False
17602,在线教育gogokid课程顾问,北京字节跳动科技有限公司 ,10000人以上,民营,12500.5,不限,10,大专,全职,False,False,False,False,True,True,False,False,False
17603,艺术品收藏品销售精英,收藏天下(北京)网络有限公司 ,100-499人,民营,12500.5,不限,20,中专,全职,False,False,True,False,False,False,False,False,True
17604,课程顾问,北京字节跳动科技有限公司 ,10000人以上,民营,12500.0,不限,10,大专,全职,True,False,False,False,False,True,True,False,False
17605,课程销售顾问/职业发展顾问/销售经理/双休,新精英生涯（北京）教育科技有限公司 ,20-99人,民营,11500.0,1-3年,5,大专,全职,True,False,False,True,False,False,False,False,False
17606,销售,北京优装网信息科技有限公司 ,10000人以上,上市公司,5000.5,不限,1,中专,全职,True,False,True,False,False,False,True,False,False
17607,高端销售+上市公司+高薪待遇+六险一金,世纪佳缘 ,1000-9999人,上市公司,17500.5,不限,5,高中,全职,True,False,False,False,False,True,True,False,False
17608,无忧英语青少学习顾问（免费学英语）,51Talk 无忧英语 ,1000-9999人,上市公司,12500.5,不限,1,大专,全职,False,False,False,False,False,False,False,False,False
17609,电话销售,51Talk 无忧英语 ,1000-9999人,上市公司,12500.5,不限,1,不限,全职,True,False,False,False,False,False,True,False,False
17610,客户经理,宿邦网络科技(北京)有限公司 ,20-99人,民营,7000.5,1-3年,10,不限,全职,False,False,False,False,False,False,False,False,False
17611,区域销售经理,上海广拓信息技术有限公司北京分公司 ,20-99人,民营,8000.0,1-3年,2,本科,全职,True,False,True,False,False,True,False,False,False
17612,销售代表,北京千里马网信科技有限公司 ,500-999人,民营,12500.5,不限,5,中专,全职,False,False,True,False,False,False,True,False,False
17613,高薪聘地推专员,北京弈米信息技术有限公司 ,20-99人,民营,8000.0,不限,5,不限,全职,True,False,True,True,False,True,True,False,False
17614,ERP销售代表,北京格道软件有限责任公司 ,20-99人,民营,12000.0,1-3年,5,本科,全职,True,False,True,False,True,False,False,True,False
17615,国商基金-客户经理（想拿高薪者优先考虑）,北京慧根电子商务有限公司 ,20-99人,合资,5000.5,1-3年,10,大专,全职,True,False,False,True,False,False,False,False,False
17616,销售代表底薪4000-8000+五险一金+带薪年假,优财智业(北京)科技发展有限公司 ,100-499人,民营,12500.0,1-3年,5,大专,全职,True,False,True,False,False,False,False,True,False
17617,销售顾问（双休+国内外游）,北京千里马网信科技有限公司 ,500-999人,民营,9000.5,不限,5,中专,全职,False,False,True,False,False,False,True,False,False
17618,销售0620,北京德融文化发展有限公司 ,100-499人,股份制企业,12500.5,不限,15,大专,全职,False,False,True,False,True,False,False,True,False
17619,诚聘销售代表+高底薪+高提成+保险+双休,北京中诚致贷网络科技有限公司 ,1000-9999人,股份制企业,11500.0,不限,7,不限,全职,True,False,False,True,False,False,False,False,False
17620,销售代表,中国人寿保险股份有限公司北京市分公司东城收展区部 ,1000-9999人,国企,9000.5,不限,10,不限,全职,True,False,False,True,False,False,False,True,False
17621,销售,北京市石景山区时尚瑞丽职业技能培训学校 ,100-499人,股份制企业,9500.0,不限,5,不限,全职,True,False,True,False,False,False,False,True,False
17622,8000诚聘销售代表,北京中网互动信息技术有限公司 ,20-99人,民营,7000.5,不限,10,本科,全职,True,False,True,False,True,False,False,False,False
17623,销售顾问,北京千里马网信科技有限公司 ,500-999人,民营,9000.5,不限,3,大专,全职,False,False,True,False,False,False,True,False,False
17624,餐饮销售代表(HC2131813),希杰(青岛)食品有限公司北京分公司 ,500-999人,外商独资,6000.0,不限,2,不限,全职,True,False,False,False,False,True,True,False,False
17625,电话销售,北京森强卓越信息咨询有限公司 ,1000-9999人,股份制企业,12000.0,不限,10,不限,全职,True,False,True,False,True,False,False,False,False
17626,渠道销售（口腔医院）,北京倪氏嘉德口腔门诊部有限公司 ,20-99人,其它,6000.0,1-3年,3,大专,实习,True,False,True,True,False,False,False,False,False
17627,销售代表电销（薪资10k-15k+免费学英语）,51Talk 无忧英语 ,1000-9999人,上市公司,12500.5,不限,1,大专,全职,False,False,False,False,False,False,False,False,False
17628,电话销售代表（25高提成+双休）,北京千里马网信科技有限公司 ,500-999人,民营,12500.5,不限,5,中专,全职,False,False,True,False,False,False,True,False,False
17629,红酒销售代表,中外经合(北京)国际贸易有限公司 ,20人以下,民营,6000.0,1-3年,20,中专,全职,False,False,False,True,True,True,True,False,False
17630,医疗器械销售[心内科],北京普泰丰医疗器械有限公司 ,20-99人,民营,6000.0,不限,5,大专,全职,True,False,False,False,False,False,False,False,False
17631,电话销售,北京天谱和学教育科技有限公司 ,100-499人,股份制企业,9000.5,不限,10,不限,全职,True,False,False,False,False,False,False,False,False
17632,底薪5500-9000/销售代表,北京丽兹行房地产顾问有限公司-BJ11 ,1000-9999人,民营,9000.5,不限,10,本科,全职,False,False,True,False,False,False,False,False,False
17633,汽车销售-广汽新能源,北京富电优选新能源汽车销售有限公司 ,500-999人,合资,12500.5,不限,1,大专,全职,True,False,False,False,False,False,False,False,False
17634,电话销售 销售,北京慧聪互联信息技术有限公司 ,1000-9999人,上市公司,12500.5,不限,3,大专,全职,True,False,True,False,False,True,False,False,True
17635,销售代表（底薪+提成+双休+五险一金）,中宏企航(北京)企业管理咨询有限公司 ,20-99人,民营,12500.5,不限,1,大专,全职,True,False,True,False,False,True,True,False,False
17636,医疗器械 检验试剂销售,北京晶宇科达医疗技术有限公司 ,20-99人,民营,5000.5,不限,2,不限,全职,True,False,False,False,False,True,True,False,False
17637,网络销售,北京城市花园婚纱摄影有限公司 ,100-499人,民营,9000.0,1-3年,2,不限,全职,True,False,False,False,True,False,False,False,False
17638,销售专员,北京淇河网络科技有限公司 ,20-99人,民营,11500.0,不限,10,中专,全职,True,False,True,True,False,False,False,False,False
17639,销售代表【高底薪5500起+500补助+高提成】,北京丽兹行房地产顾问有限公司-BJ5 ,1000-9999人,民营,7000.5,1-3年,15,本科,全职,True,False,True,False,True,False,False,False,False
17640,大客户销售代表，工商注册,中天英达(北京)投资管理有限公司 ,20-99人,民营,12500.5,不限,6,大专,全职,False,False,True,True,True,False,False,False,False
17641,高端豪宅销售,北京丽兹行房地产顾问有限公司-BJ3 ,1000-9999人,民营,7000.5,无经验,15,本科,全职,False,False,False,False,True,False,False,True,False
17642,业务员（丰台办事处）,北京澳德投资集团有限公司 ,100-499人,股份制企业,5500.0,1-3年,1,大专,全职,True,False,True,False,False,False,False,False,False
17643,课程销售顾问/职业发展顾问/销售经理/双休,新精英生涯（北京）教育科技有限公司 ,20-99人,民营,11500.0,1-3年,5,大专,全职,True,False,False,True,False,False,False,False,False
17644,课程顾问（北京校区就近分配）,瑞思学科英语 ,1000-9999人,合资,12500.5,不限,15,不限,全职,True,False,True,False,False,False,False,False,False
17645,销售代表/电话销售,北京千里马网信科技有限公司 ,500-999人,民营,22500.0,不限,20,不限,全职,False,False,True,False,False,False,True,False,False
17646,销售代表,北京凯普丽标科技发展有限公司 ,20-99人,其它,12500.5,1-3年,6,不限,全职,False,False,False,True,False,False,False,False,False
17647,销售,北京优装网信息科技有限公司 ,10000人以上,上市公司,5000.5,不限,1,中专,全职,True,False,True,False,False,False,True,False,False
17648,艺术品收藏品销售精英,收藏天下(北京)网络有限公司 ,100-499人,民营,12500.5,不限,20,中专,全职,False,False,True,False,False,False,False,False,True
17649,课程顾问,北京字节跳动科技有限公司 ,10000人以上,民营,12500.0,不限,10,大专,全职,True,False,False,False,False,True,True,False,False
17650,艺术留学顾问,时代艺盟国际教育咨询有限公司 ,20-99人,民营,15000.0,1-3年,1,大专,全职,True,False,False,True,False,False,False,False,False
17651,高端销售?月入两万?上市公司?六险一金,世纪佳缘 ,1000-9999人,上市公司,22500.0,1-3年,10,大专,全职,True,False,True,False,False,True,False,False,False
17652,贵宾理财顾问,上海夸客优富企业管理顾问有限公司 ,500-999人,外商独资,8250.0,不限,5,大专,全职,True,False,False,False,False,False,False,False,False
17653,销售代表（高底薪+高提成+免费学英语）,桥吧教育科技(北京)有限公司 ,100-499人,其它,15000.0,不限,100,大专,全职,True,False,False,False,False,True,True,False,False
17654,大客户销售（六险一金+周末双休）,北京鸿联九五信息产业有限公司 ,10000人以上,合资,11500.0,1-3年,1,大专,全职,True,False,False,True,True,True,False,False,False
17655,在线教育gogokid课程顾问,北京字节跳动科技有限公司 ,10000人以上,民营,12500.5,不限,10,大专,全职,False,False,False,False,True,True,False,False,False
17656,北京链家/底薪4000/销售代表/置业顾问,北京链家房地产经纪有限公司 ,10000人以上,民营,12500.5,不限,10,本科,全职,True,False,True,False,True,False,False,False,False
17657,华尔街英语课程顾问/新中心专场招聘,华尔街英语培训中心 ,1000-9999人,外商独资,17500.5,1-3年,1,大专,全职,True,False,False,False,True,True,False,False,False
17658,中青旅门店旅游产品销售顾问,中青旅控股股份有限公司 ,10000人以上,上市公司,9000.5,1-3年,20,大专,全职,True,False,True,False,False,False,False,False,False
17659,销售代表,世纪二千网络科技有限公司 ,100-499人,民营,9000.0,不限,10,大专,全职,True,False,False,False,False,True,True,False,False
17660,客户经理,招商银行股份有限公司 ,10000人以上,股份制企业,12500.5,不限,15,大专,全职,True,False,True,False,False,False,False,False,False
17661,销售专员,北京世纪华风科技发展有限公司 ,20-99人,民营,6500.0,不限,4,大专,全职,True,False,True,True,False,False,True,False,False
17662,高端销售+上市公司+高薪待遇+六险一金,世纪佳缘 ,1000-9999人,上市公司,17500.5,不限,5,高中,全职,True,False,False,False,False,True,True,False,False
17663,人才顾问,辰联(北京)知识产权代理有限公司 ,100-499人,民营,7000.5,1年以下,5,高中,全职,True,False,True,False,False,False,True,False,False
17664,销售代表/房产经纪人/储备干部+月薪过万,麦田房产 ,1000-9999人,民营,12500.5,不限,100,大专,全职,True,False,True,False,True,False,False,False,False
17665,大客户代表/销售代表/十国十城招兵无责8000,北京丽兹行房地产顾问有限公司-BJ14 ,1000-9999人,民营,9000.5,不限,10,本科,全职,True,False,False,False,False,True,True,True,False
17666,销售代表,宜信普惠信息咨询(北京)有限公司丰台分公司 ,10000人以上,民营,12500.5,1年以下,10,大专,全职,True,False,False,False,False,False,False,True,False
17667,4500保底/管吃+带薪培训+好出单→高薪销售,北京蒙娜丽莎摄影有限公司 ,500-999人,民营,12000.0,不限,30,中专,全职,True,False,True,False,False,False,False,False,False
17668,无忧英语青少学习顾问（免费学英语）,51Talk 无忧英语 ,1000-9999人,上市公司,12500.5,不限,1,大专,全职,False,False,False,False,False,False,False,False,False
17669,电话销售,51Talk 无忧英语 ,1000-9999人,上市公司,12500.5,不限,1,不限,全职,True,False,False,False,False,False,True,False,False
17670,客户经理,宿邦网络科技(北京)有限公司 ,20-99人,民营,7000.5,1-3年,10,不限,全职,False,False,False,False,False,False,False,False,False
17671,区域销售经理,上海广拓信息技术有限公司北京分公司 ,20-99人,民营,8000.0,1-3年,2,本科,全职,True,False,True,False,False,True,False,False,False
17672,销售代表,北京千里马网信科技有限公司 ,500-999人,民营,12500.5,不限,5,中专,全职,False,False,True,False,False,False,True,False,False
17673,高薪聘地推专员,北京弈米信息技术有限公司 ,20-99人,民营,8000.0,不限,5,不限,全职,True,False,True,True,False,True,True,False,False
17674,ERP销售代表,北京格道软件有限责任公司 ,20-99人,民营,12000.0,1-3年,5,本科,全职,True,False,True,False,True,False,False,True,False
17675,国商基金-客户经理（想拿高薪者优先考虑）,北京慧根电子商务有限公司 ,20-99人,合资,5000.5,1-3年,10,大专,全职,True,False,False,True,False,False,False,False,False
17676,销售代表底薪4000-8000+五险一金+带薪年假,优财智业(北京)科技发展有限公司 ,100-499人,民营,12500.0,1-3年,5,大专,全职,True,False,True,False,False,False,False,True,False
17677,销售顾问（双休+国内外游）,北京千里马网信科技有限公司 ,500-999人,民营,9000.5,不限,5,中专,全职,False,False,True,False,False,False,True,False,False
17678,销售0620,北京德融文化发展有限公司 ,100-499人,股份制企业,12500.5,不限,15,大专,全职,False,False,True,False,True,False,False,True,False
17679,诚聘销售代表+高底薪+高提成+保险+双休,北京中诚致贷网络科技有限公司 ,1000-9999人,股份制企业,11500.0,不限,7,不限,全职,True,False,False,True,False,False,False,False,False
17680,销售代表,中国人寿保险股份有限公司北京市分公司东城收展区部 ,1000-9999人,国企,9000.5,不限,10,不限,全职,True,False,False,True,False,False,False,True,False
17681,销售,北京市石景山区时尚瑞丽职业技能培训学校 ,100-499人,股份制企业,9500.0,不限,5,不限,全职,True,False,True,False,False,False,False,True,False
17682,8000诚聘销售代表,北京中网互动信息技术有限公司 ,20-99人,民营,7000.5,不限,10,本科,全职,True,False,True,False,True,False,False,False,False
17683,销售顾问,北京千里马网信科技有限公司 ,500-999人,民营,9000.5,不限,3,大专,全职,False,False,True,False,False,False,True,False,False
17684,餐饮销售代表(HC2131813),希杰(青岛)食品有限公司北京分公司 ,500-999人,外商独资,6000.0,不限,2,不限,全职,True,False,False,False,False,True,True,False,False
17685,电话销售,北京森强卓越信息咨询有限公司 ,1000-9999人,股份制企业,12000.0,不限,10,不限,全职,True,False,True,False,True,False,False,False,False
17686,渠道销售（口腔医院）,北京倪氏嘉德口腔门诊部有限公司 ,20-99人,其它,6000.0,1-3年,3,大专,实习,True,False,True,True,False,False,False,False,False
17687,销售代表电销（薪资10k-15k+免费学英语）,51Talk 无忧英语 ,1000-9999人,上市公司,12500.5,不限,1,大专,全职,False,False,False,False,False,False,False,False,False
17688,电话销售代表（25高提成+双休）,北京千里马网信科技有限公司 ,500-999人,民营,12500.5,不限,5,中专,全职,False,False,True,False,False,False,True,False,False
17689,红酒销售代表,中外经合(北京)国际贸易有限公司 ,20人以下,民营,6000.0,1-3年,20,中专,全职,False,False,False,True,True,True,True,False,False
17690,医疗器械销售[心内科],北京普泰丰医疗器械有限公司 ,20-99人,民营,6000.0,不限,5,大专,全职,True,False,False,False,False,False,False,False,False
17691,电话销售,北京天谱和学教育科技有限公司 ,100-499人,股份制企业,9000.5,不限,10,不限,全职,True,False,False,False,False,False,False,False,False
17692,底薪5500-9000/销售代表,北京丽兹行房地产顾问有限公司-BJ11 ,1000-9999人,民营,9000.5,不限,10,本科,全职,False,False,True,False,False,False,False,False,False
17693,汽车销售-广汽新能源,北京富电优选新能源汽车销售有限公司 ,500-999人,合资,12500.5,不限,1,大专,全职,True,False,False,False,False,False,False,False,False
17694,电话销售 销售,北京慧聪互联信息技术有限公司 ,1000-9999人,上市公司,12500.5,不限,3,大专,全职,True,False,True,False,False,True,False,False,True
17695,销售代表（底薪+提成+双休+五险一金）,中宏企航(北京)企业管理咨询有限公司 ,20-99人,民营,12500.5,不限,1,大专,全职,True,False,True,False,False,True,True,False,False
17696,医疗器械 检验试剂销售,北京晶宇科达医疗技术有限公司 ,20-99人,民营,5000.5,不限,2,不限,全职,True,False,False,False,False,True,True,False,False
17697,网络销售,北京城市花园婚纱摄影有限公司 ,100-499人,民营,9000.0,1-3年,2,不限,全职,True,False,False,False,True,False,False,False,False
17698,销售代表【高底薪5500起+500补助+高提成】,北京丽兹行房地产顾问有限公司-BJ5 ,1000-9999人,民营,7000.5,1-3年,15,本科,全职,True,False,True,False,True,False,False,False,False
17699,大客户销售代表，工商注册,中天英达(北京)投资管理有限公司 ,20-99人,民营,12500.5,不限,6,大专,全职,False,False,True,True,True,False,False,False,False
17700,高端豪宅销售,北京丽兹行房地产顾问有限公司-BJ3 ,1000-9999人,民营,7000.5,无经验,15,本科,全职,False,False,False,False,True,False,False,True,False
17701,业务员（丰台办事处）,北京澳德投资集团有限公司 ,100-499人,股份制企业,5500.0,1-3年,1,大专,全职,True,False,True,False,False,False,False,False,False
17702,金融电话销售,北京一片鸿文化发展有限公司 ,20-99人,民营,9000.5,不限,5,中专,全职,False,False,False,False,False,False,False,False,False
17703,销售代表/房产经纪人/储备干部+月薪过万,麦田房产 ,1000-9999人,民营,12500.5,不限,100,大专,全职,True,False,True,False,True,False,False,False,False
17704,课程顾问（北京校区就近分配）,瑞思学科英语 ,1000-9999人,合资,12500.5,不限,15,不限,全职,True,False,True,False,False,False,False,False,False
17705,课程顾问,北京字节跳动科技有限公司 ,10000人以上,民营,12500.0,不限,10,大专,全职,True,False,False,False,False,True,True,False,False
17706,销售代表,世纪二千网络科技有限公司 ,100-499人,民营,9000.0,不限,10,大专,全职,True,False,False,False,False,True,True,False,False
17707,销售代表（高底薪+高提成+免费学英语）,桥吧教育科技(北京)有限公司 ,100-499人,其它,15000.0,不限,100,大专,全职,True,False,False,False,False,True,True,False,False
17708,在线教育gogokid课程顾问,北京字节跳动科技有限公司 ,10000人以上,民营,12500.5,不限,10,大专,全职,False,False,False,False,True,True,False,False,False
17709,销售代表/电话销售,北京千里马网信科技有限公司 ,500-999人,民营,22500.0,不限,20,不限,全职,False,False,True,False,False,False,True,False,False
17710,华尔街英语课程顾问/新中心专场招聘,华尔街英语培训中心 ,1000-9999人,外商独资,17500.5,1-3年,1,大专,全职,True,False,False,False,True,True,False,False,False
17711,课程销售顾问/职业发展顾问/销售经理/双休,新精英生涯（北京）教育科技有限公司 ,20-99人,民营,11500.0,1-3年,5,大专,全职,True,False,False,True,False,False,False,False,False
17712,中青旅门店旅游产品销售顾问,中青旅控股股份有限公司 ,10000人以上,上市公司,9000.5,1-3年,20,大专,全职,True,False,True,False,False,False,False,False,False
17713,大客户销售（六险一金+周末双休）,北京鸿联九五信息产业有限公司 ,10000人以上,合资,11500.0,1-3年,1,大专,全职,True,False,False,True,True,True,False,False,False
17714,北京链家/底薪4000/销售代表/置业顾问,北京链家房地产经纪有限公司 ,10000人以上,民营,12500.5,不限,10,本科,全职,True,False,True,False,True,False,False,False,False
17715,客户经理,招商银行股份有限公司 ,10000人以上,股份制企业,12500.5,不限,15,大专,全职,True,False,True,False,False,False,False,False,False
17716,艺术品收藏品销售精英,收藏天下(北京)网络有限公司 ,100-499人,民营,12500.5,不限,20,中专,全职,False,False,True,False,False,False,False,False,True
17717,人才顾问,辰联(北京)知识产权代理有限公司 ,100-499人,民营,7000.5,1年以下,5,高中,全职,True,False,True,False,False,False,True,False,False
17718,高端销售+上市公司+高薪待遇+六险一金,世纪佳缘 ,1000-9999人,上市公司,17500.5,不限,5,高中,全职,True,False,False,False,False,True,True,False,False
17719,艺术留学顾问,时代艺盟国际教育咨询有限公司 ,20-99人,民营,15000.0,1-3年,1,大专,全职,True,False,False,True,False,False,False,False,False
17720,高端销售?月入两万?上市公司?六险一金,世纪佳缘 ,1000-9999人,上市公司,22500.0,1-3年,10,大专,全职,True,False,True,False,False,True,False,False,False
17721,销售代表,北京凯普丽标科技发展有限公司 ,20-99人,其它,12500.5,1-3年,6,不限,全职,False,False,False,True,False,False,False,False,False
17722,销售代表,宜信普惠信息咨询(北京)有限公司丰台分公司 ,10000人以上,民营,12500.5,1年以下,10,大专,全职,True,False,False,False,False,False,False,True,False
17723,销售,北京优装网信息科技有限公司 ,10000人以上,上市公司,5000.5,不限,1,中专,全职,True,False,True,False,False,False,True,False,False
17724,4500保底/管吃+带薪培训+好出单→高薪销售,北京蒙娜丽莎摄影有限公司 ,500-999人,民营,12000.0,不限,30,中专,全职,True,False,True,False,False,False,False,False,False
17725,销售专员,北京世纪华风科技发展有限公司 ,20-99人,民营,6500.0,不限,4,大专,全职,True,False,True,True,False,False,True,False,False
17726,贵宾理财顾问,上海夸客优富企业管理顾问有限公司 ,500-999人,外商独资,8250.0,不限,5,大专,全职,True,False,False,False,False,False,False,False,False
17727,大客户代表/销售代表/十国十城招兵无责8000,北京丽兹行房地产顾问有限公司-BJ14 ,1000-9999人,民营,9000.5,不限,10,本科,全职,True,False,False,False,False,True,True,True,False
17728,无忧英语青少学习顾问（免费学英语）,51Talk 无忧英语 ,1000-9999人,上市公司,12500.5,不限,1,大专,全职,False,False,False,False,False,False,False,False,False
17729,电话销售,51Talk 无忧英语 ,1000-9999人,上市公司,12500.5,不限,1,不限,全职,True,False,False,False,False,False,True,False,False
17730,客户经理,宿邦网络科技(北京)有限公司 ,20-99人,民营,7000.5,1-3年,10,不限,全职,False,False,False,False,False,False,False,False,False
17731,区域销售经理,上海广拓信息技术有限公司北京分公司 ,20-99人,民营,8000.0,1-3年,2,本科,全职,True,False,True,False,False,True,False,False,False
17732,销售代表,北京千里马网信科技有限公司 ,500-999人,民营,12500.5,不限,5,中专,全职,False,False,True,False,False,False,True,False,False
17733,ERP销售代表,北京格道软件有限责任公司 ,20-99人,民营,12000.0,1-3年,5,本科,全职,True,False,True,False,True,False,False,True,False
17734,国商基金-客户经理（想拿高薪者优先考虑）,北京慧根电子商务有限公司 ,20-99人,合资,5000.5,1-3年,10,大专,全职,True,False,False,True,False,False,False,False,False
17735,销售代表底薪4000-8000+五险一金+带薪年假,优财智业(北京)科技发展有限公司 ,100-499人,民营,12500.0,1-3年,5,大专,全职,True,False,True,False,False,False,False,True,False
17736,销售顾问（双休+国内外游）,北京千里马网信科技有限公司 ,500-999人,民营,9000.5,不限,5,中专,全职,False,False,True,False,False,False,True,False,False
17737,销售0620,北京德融文化发展有限公司 ,100-499人,股份制企业,12500.5,不限,15,大专,全职,False,False,True,False,True,False,False,True,False
17738,销售代表,中国人寿保险股份有限公司北京市分公司东城收展区部 ,1000-9999人,国企,9000.5,不限,10,不限,全职,True,False,False,True,False,False,False,True,False
17739,销售,北京市石景山区时尚瑞丽职业技能培训学校 ,100-499人,股份制企业,9500.0,不限,5,不限,全职,True,False,True,False,False,False,False,True,False
17740,8000诚聘销售代表,北京中网互动信息技术有限公司 ,20-99人,民营,7000.5,不限,10,本科,全职,True,False,True,False,True,False,False,False,False
17741,销售顾问,北京千里马网信科技有限公司 ,500-999人,民营,9000.5,不限,3,大专,全职,False,False,True,False,False,False,True,False,False
17742,餐饮销售代表(HC2131813),希杰(青岛)食品有限公司北京分公司 ,500-999人,外商独资,6000.0,不限,2,不限,全职,True,False,False,False,False,True,True,False,False
17743,电话销售,北京森强卓越信息咨询有限公司 ,1000-9999人,股份制企业,12000.0,不限,10,不限,全职,True,False,True,False,True,False,False,False,False
